bag,run,method,height_source,success,goal_time_s,path_length_m,progress_max,model_sample_count_10_90,model_mean_mm_10_90,model_p95_mm_10_90,model_max_mm_10_90,model_rms_mm_10_90,common_eval_mean_mm_10_90,common_eval_p95_mm_10_90,common_eval_max_mm_10_90,common_eval_rms_mm_10_90,cmd_v_mean_mps_10_90,cmd_v_p95_mps_10_90,cmd_w_abs_p95_radps_10_90,cmd_w_abs_max_radps_10_90,odom_v_abs_mean_mps_10_90,projection_p95_m_10_90,projection_max_m_10_90,linear_limited_frac,angular_limited_frac,bag_duration_s
/home/geist/slosh_bags/real/20260712_fixed_path_compare/teb/TEB_noobs_v1_0712_smoke01.bag,TEB_noobs_v1_0712_smoke01,TEB-noobs-fixed,offline_standalone_replay_from_odom,1,34.5746111869812,10.886292158540414,0.9880509972572327,1408,0.28691312106990496,0.7183835401150866,1.238543210823606,0.35906664083216344,0.28691312106990496,0.7183835401150866,1.238543210823606,0.35906664083216344,0.2997586392646855,0.3,0.15926159059077744,0.2362985714347178,0.2981065265114673,0.15572333335876465,0.17333075404167175,0.0,0.0,59.4626739025116
/home/geist/slosh_bags/real/20260712_fixed_path_compare/teb/TEB_noobs_v1_0712_n02.bag,TEB_noobs_v1_0712_n02,TEB-noobs-fixed,/slosh/height,1,32.71858358383179,10.889363382341912,0.9890244007110596,1405,0.2558144780017484,0.6288732402026653,1.0061286156997085,0.3151852289560141,0.2548333000206863,0.6376148280886704,1.0294746915242305,0.31545483218916787,0.3,0.3,0.15899490122683219,0.2578807058640774,0.29850888894970307,0.15372653305530548,0.16114242374897003,0.0,0.0,59.31706881523132
/home/geist/slosh_bags/real/20260712_fixed_path_compare/teb/TEB_noobs_v1_0712_n03.bag,TEB_noobs_v1_0712_n03,TEB-noobs-fixed,/slosh/height,1,32.19153046607971,10.912776077870213,0.9887374639511108,677,0.2293916554407906,0.5743953515775502,0.7984343683347106,0.2822191918860829,0.2557853585206049,0.6296978947842636,0.9174888568197925,0.31680839607672395,0.3,0.3,0.14116008730384422,0.2395135268712715,0.2983510241044306,0.15284796059131622,0.1568567305803299,0.0,0.0,59.30206871032715
/home/geist/slosh_bags/real/20260712_fixed_path_compare/B_ours/Bours_fixed_150_220_0712_gate_governor_off.bag,Bours_fixed_150_220_0712_gate_governor_off,B_ours_governor_off,/spmpc/slosh_height,1,37.62397503852844,10.890237931732988,0.9821747251528262,812,0.3357409075441027,0.919768214225769,1.9084991216659546,0.43699440831451947,0.3367910080431539,0.8422709867973993,1.6139832495116075,0.4215496373248614,0.31828252321480077,0.42770261174308505,0.2119382900845546,0.270137762990718,0.3189068904578074,0.038373920421960944,0.07619229187983073,nan,nan,59.39576482772827
