candidate,run_count,success_count,goal_time_s_mean,goal_time_s_std,tracking_p95_m_10_90_mean,tracking_p95_m_10_90_std,rgb_p95_mm_10_90_mean,rgb_p95_mm_10_90_std,rgb_peak_mm_10_90_mean,rgb_peak_mm_10_90_std,rgb_rms_mm_10_90_mean,rgb_rms_mm_10_90_std,model_p95_mm_10_90_mean,model_p95_mm_10_90_std,model_peak_mm_10_90_mean,model_peak_mm_10_90_std,model_rms_mm_10_90_mean,model_rms_mm_10_90_std,fidelity_gamma_model_pct_mean,fidelity_gamma_model_pct_std,fidelity_rmse_mm_mean,fidelity_rmse_mm_std,fidelity_corr_mean,fidelity_corr_std,fidelity_U_p95_mm_mean,fidelity_U_p95_mm_std,fidelity_U_max_mm_mean,fidelity_U_max_mm_std,fidelity_under_ratio_mean,fidelity_under_ratio_std,fidelity_pair_dt_p95_ms_mean,fidelity_pair_dt_p95_ms_std,fidelity_scale_fit_slosh_per_visual_mean,fidelity_scale_fit_slosh_per_visual_std
T4,3,3,34.294048388799034,0.42714246912968146,0.07556410407026609,0.0008340401960850633,0.7793666666666662,0.242154090061129,1.7783333333333333,0.5664577065706966,0.3317822175608531,0.08284998647888751,0.830520790380736,0.1180016663174545,1.4664769793550174,0.16364097728403218,0.40768383461908386,0.037881732468331625,7.696346001066046,29.101368714334622,0.6349068684911852,0.21780017355387593,0.3776954358502869,0.16136065683353915,0.46155589085444815,0.48701151031673123,4.713233272890017,1.9922080043547543,0.26785723342627304,0.03434429074067611,9.4518502553304,0.035857744776808684,0.3569841673774152,0.16450642703709717
T5,3,3,34.96092343330383,0.32701397379657854,0.05740986491243044,0.003723262741715784,0.7586666666666667,0.4303444356946345,1.814,0.7907091753609542,0.3364519849218521,0.15968642696092014,0.8308829875507703,0.11737951782048463,1.536937546916306,0.11392573309140772,0.4016684620136955,0.048820549758880755,5.8608343415888235,23.945556140616397,0.6733815492632148,0.2213187389486701,0.32681639599179824,0.08928947447245747,0.5184561510800078,0.49849323886851793,4.818030516868109,1.6054091226509075,0.28526059367525075,0.02765224045089465,9.478422005971272,0.07014449674341186,0.3682934281565651,0.1890549939290906
