stamp,x,y,yaw,nearest_path_error_m,dist_to_path_end_m,request_file
239.066,4.912654516900797,0.2705407616380224,-0.18783761432510293,0.2842912892184961,0.2842912892184961,lt_dwa_scout_bridge_request_239070000000.txt
239.366,4.9127572239537285,0.2714665178864394,-0.1879283588709152,0.28514096918129556,0.28514096918129556,lt_dwa_scout_bridge_request_239371000000.txt
239.666,4.912641251718269,0.27097319958930755,-0.18783530326967413,0.28470691209912286,0.28470691209912286,lt_dwa_scout_bridge_request_239672000000.txt
239.966,4.912410938849627,0.27068205979264315,-0.1877294004535276,0.284500652243175,0.284500652243175,lt_dwa_scout_bridge_request_239972000000.txt
240.266,4.912411017970268,0.2711267974909074,-0.18776590317231412,0.2849237969890905,0.2849237969890905,lt_dwa_scout_bridge_request_240270000000.txt
240.566,4.912535882581076,0.2712126807911114,-0.1877608336559476,0.28496717364947977,0.28496717364947977,lt_dwa_scout_bridge_request_240573000000.txt
240.866,4.912831313606281,0.27161443607248836,-0.18795188827446388,0.28525914844327527,0.28525914844327527,lt_dwa_scout_bridge_request_240874000000.txt
241.166,4.912829538216755,0.2719116746381485,-0.18797367105217827,0.2855427257207346,0.2855427257207346,lt_dwa_scout_bridge_request_241174000000.txt
241.466,4.912666484076055,0.27116204760612583,-0.18789040694955939,0.2848789200091591,0.2848789200091591,lt_dwa_scout_bridge_request_241475000000.txt
241.766,4.912776025047407,0.2702173760759566,-0.18785335419401752,0.283946213462877,0.283946213462877,lt_dwa_scout_bridge_request_241776000000.txt
242.066,4.91309964567987,0.2720044459421808,-0.18774284842103403,0.2855487527433398,0.2855487527433398,lt_dwa_scout_bridge_request_242075000000.txt
242.366,4.913260717651429,0.27099989829078314,-0.18788775309994604,0.2845428754616078,0.2845428754616078,lt_dwa_scout_bridge_request_242374000000.txt
242.666,4.91274835860471,0.2715071543578153,-0.18763846316767105,0.2851823693597677,0.2851823693597677,lt_dwa_scout_bridge_request_242675000000.txt
242.966,4.9123942044516715,0.27139547770011185,-0.18784907057709654,0.2851846432221195,0.2851846432221195,lt_dwa_scout_bridge_request_242980000000.txt
243.266,4.9124171467597435,0.2712519767587761,-0.18775378702170745,0.2850410340236087,0.2850410340236087,lt_dwa_scout_bridge_request_243271000000.txt
243.566,4.912356074539441,0.27119460444773874,-0.1876838704898348,0.28500521249917804,0.28500521249917804,lt_dwa_scout_bridge_request_243576000000.txt
243.866,4.912454230329366,0.2710589637637233,-0.18773590977833748,0.2848459647316201,0.2848459647316201,lt_dwa_scout_bridge_request_243873000000.txt
244.166,4.912573168517392,0.27128274796801655,-0.1876847749017683,0.2850224205359411,0.2850224205359411,lt_dwa_scout_bridge_request_244179000000.txt
244.466,4.912592768519868,0.27144712605526194,-0.1876945453961014,0.2851728710075395,0.2851728710075395,lt_dwa_scout_bridge_request_244475000000.txt
244.766,4.912932830044948,0.2714817481425667,-0.18778722576546245,0.285101791749063,0.285101791749063,lt_dwa_scout_bridge_request_244772000000.txt
245.066,4.912677412026063,0.27093158364343917,-0.18778101113794604,0.2846562091119884,0.2846562091119884,lt_dwa_scout_bridge_request_245078000000.txt
245.366,4.912873520695847,0.269909155840906,-0.1877776762274892,0.28362294653763065,0.28362294653763065,lt_dwa_scout_bridge_request_245374000000.txt
245.666,4.91303681980813,0.27089312661336207,-0.18755074217698484,0.2845095442255793,0.2845095442255793,lt_dwa_scout_bridge_request_245675000000.txt
245.966,4.9131610339954275,0.27177814994816146,-0.1876702915316838,0.2853145085795477,0.2853145085795477,lt_dwa_scout_bridge_request_245974000000.txt
246.266,4.912901750246755,0.270568872788455,-0.18781040673582464,0.28424218552511504,0.28424218552511504,lt_dwa_scout_bridge_request_246275000000.txt
246.566,4.913026306659358,0.27099949996422495,-0.18780340460163752,0.2846140409645529,0.2846140409645529,lt_dwa_scout_bridge_request_246575000000.txt
246.866,4.912752892765377,0.2705081750566157,-0.18774921866459918,0.2842300661317703,0.2842300661317703,lt_dwa_scout_bridge_request_246877000000.txt
247.166,4.913142709591076,0.2702994644639535,-0.18763612867679227,0.283911939493006,0.283911939493006,lt_dwa_scout_bridge_request_247179000000.txt
247.466,4.913462001097738,0.27140023653712764,-0.1877156493676978,0.28486297345639167,0.28486297345639167,lt_dwa_scout_bridge_request_247480000000.txt
247.766,4.913225024944098,0.27088433618502933,-0.18779561862993027,0.28444370249024065,0.28444370249024065,lt_dwa_scout_bridge_request_247776000000.txt
248.066,4.913259779536422,0.270984618381658,-0.18771585446601452,0.28452860883489917,0.28452860883489917,lt_dwa_scout_bridge_request_248077000000.txt
248.366,4.913140968312198,0.2716835724354205,-0.18772680296871894,0.2852305294266642,0.2852305294266642,lt_dwa_scout_bridge_request_248378000000.txt
248.666,4.913232415911352,0.2707865706965708,-0.18773801040622828,0.2843483436178056,0.2843483436178056,lt_dwa_scout_bridge_request_248680000000.txt
248.966,4.9133734776762275,0.271322995377725,-0.18770911729184656,0.28481629551458637,0.28481629551458637,lt_dwa_scout_bridge_request_248975000000.txt
249.266,4.913508888900661,0.2716426212115901,-0.1877220303573053,0.2850796835235752,0.2850796835235752,lt_dwa_scout_bridge_request_249277000000.txt
249.466,4.913669306788461,0.2714161622208613,-0.18788528673975774,0.2848152413496966,0.2848152413496966,lt_dwa_scout_bridge_request_249480000000.txt
